Samples ,Date (MM/dd/yyyy) ,Time of day (hh:mm:ss) ,Power (dBm)
9834, 2/9/2023, 11:43:56.426,NaN
9835, 2/9/2023, 11:43:56.547,NaN
9836, 2/9/2023, 11:43:56.674,NaN
9837, 2/9/2023, 11:43:56.798,#NAME?
9838, 2/9/2023, 11:43:56.926,NaN
9839, 2/9/2023, 11:43:56.958,NaN
9840, 2/9/2023, 11:43:56.997,NaN
9841, 2/9/2023, 11:43:57.046,NaN
9842, 2/9/2023, 11:43:57.174,NaN
9843, 2/9/2023, 11:43:57.297,NaN
9844, 2/9/2023, 11:43:57.424,NaN
9845, 2/9/2023, 11:43:57.546,NaN
9846, 2/9/2023, 11:43:57.676,#NAME?
9847, 2/9/2023, 11:43:57.798,NaN
9848, 2/9/2023, 11:43:57.926,NaN
9849, 2/9/2023, 11:43:57.956,NaN
9850, 2/9/2023, 11:43:57.992,NaN
9851, 2/9/2023, 11:43:58.044,NaN
9852, 2/9/2023, 11:43:58.144,NaN
9853, 2/9/2023, 11:43:58.267,NaN
9854, 2/9/2023, 11:43:58.394,NaN
9855, 2/9/2023, 11:43:58.516,NaN
9856, 2/9/2023, 11:43:58.642,NaN
9857, 2/9/2023, 11:43:58.764,NaN
9858, 2/9/2023, 11:43:58.891,NaN
9859, 2/9/2023, 11:43:58.922,NaN
9860, 2/9/2023, 11:43:58.961,NaN
9861, 2/9/2023, 11:43:59.014,-83.639
9862, 2/9/2023, 11:43:59.142,NaN
9863, 2/9/2023, 11:43:59.265,#NAME?
9864, 2/9/2023, 11:43:59.366,NaN
9865, 2/9/2023, 11:43:59.489,#NAME?
9866, 2/9/2023, 11:43:59.616,NaN
9867, 2/9/2023, 11:43:59.738,NaN
9868, 2/9/2023, 11:43:59.866,NaN
9869, 2/9/2023, 11:43:59.989,NaN
9870, 2/9/2023, 11:44:00.024,NaN
9871, 2/9/2023, 11:44:00.139,NaN
9872, 2/9/2023, 11:44:00.269,NaN
9873, 2/9/2023, 11:44:00.393,NaN
9874, 2/9/2023, 11:44:00.520,NaN
9875, 2/9/2023, 11:44:00.642,NaN
9876, 2/9/2023, 11:44:00.743,NaN
9877, 2/9/2023, 11:44:00.865,#NAME?
9878, 2/9/2023, 11:44:00.993,NaN
9879, 2/9/2023, 11:44:01.024,NaN
9880, 2/9/2023, 11:44:01.153,NaN
9881, 2/9/2023, 11:44:01.275,NaN
9882, 2/9/2023, 11:44:01.405,NaN
9883, 2/9/2023, 11:44:01.527,NaN
9884, 2/9/2023, 11:44:01.655,NaN
9885, 2/9/2023, 11:44:01.776,NaN
9886, 2/9/2023, 11:44:01.907,NaN
9887, 2/9/2023, 11:44:01.938,NaN
9888, 2/9/2023, 11:44:01.973,NaN
9889, 2/9/2023, 11:44:02.027,NaN
9890, 2/9/2023, 11:44:02.155,#NAME?
9891, 2/9/2023, 11:44:02.276,NaN
9892, 2/9/2023, 11:44:02.406,NaN
9893, 2/9/2023, 11:44:02.530,NaN
9894, 2/9/2023, 11:44:02.660,#NAME?
9895, 2/9/2023, 11:44:02.782,-75.543
9896, 2/9/2023, 11:44:02.908,NaN
9897, 2/9/2023, 11:44:02.939,NaN
9898, 2/9/2023, 11:44:02.974,NaN
9899, 2/9/2023, 11:44:03.023,NaN
9900, 2/9/2023, 11:44:03.149,NaN
9901, 2/9/2023, 11:44:03.272,NaN
9902, 2/9/2023, 11:44:03.399,NaN
9903, 2/9/2023, 11:44:03.520,NaN
9904, 2/9/2023, 11:44:03.647,NaN
9905, 2/9/2023, 11:44:03.771,NaN
9906, 2/9/2023, 11:44:03.898,NaN
9907, 2/9/2023, 11:44:03.929,NaN
9908, 2/9/2023, 11:44:03.968,NaN
9909, 2/9/2023, 11:44:04.021,NaN
9910, 2/9/2023, 11:44:04.149,NaN
9911, 2/9/2023, 11:44:04.270,NaN
9912, 2/9/2023, 11:44:04.372,NaN
9913, 2/9/2023, 11:44:04.494,NaN
9914, 2/9/2023, 11:44:04.622,NaN
9915, 2/9/2023, 11:44:04.744,NaN
9916, 2/9/2023, 11:44:04.870,NaN
9917, 2/9/2023, 11:44:04.902,NaN
9918, 2/9/2023, 11:44:04.937,NaN
9919, 2/9/2023, 11:44:04.988,NaN
9920, 2/9/2023, 11:44:05.028,NaN
9921, 2/9/2023, 11:44:05.144,#NAME?
9922, 2/9/2023, 11:44:05.272,NaN
9923, 2/9/2023, 11:44:05.394,#NAME?
9924, 2/9/2023, 11:44:05.523,NaN
9925, 2/9/2023, 11:44:05.646,NaN
9926, 2/9/2023, 11:44:05.774,NaN
9927, 2/9/2023, 11:44:05.896,NaN
9928, 2/9/2023, 11:44:05.933,NaN
9929, 2/9/2023, 11:44:05.984,NaN
9930, 2/9/2023, 11:44:06.019,NaN
9931, 2/9/2023, 11:44:06.132,#NAME?
9932, 2/9/2023, 11:44:06.259,NaN
9933, 2/9/2023, 11:44:06.381,NaN
9934, 2/9/2023, 11:44:06.482,NaN
9935, 2/9/2023, 11:44:06.604,NaN
9936, 2/9/2023, 11:44:06.732,NaN
9937, 2/9/2023, 11:44:06.854,NaN
9938, 2/9/2023, 11:44:06.981,NaN
9939, 2/9/2023, 11:44:07.012,NaN
9940, 2/9/2023, 11:44:07.142,NaN
9941, 2/9/2023, 11:44:07.264,NaN
9942, 2/9/2023, 11:44:07.390,NaN
9943, 2/9/2023, 11:44:07.514,NaN
9944, 2/9/2023, 11:44:07.642,NaN
9945, 2/9/2023, 11:44:07.765,NaN
9946, 2/9/2023, 11:44:07.866,NaN
9947, 2/9/2023, 11:44:07.989,NaN
9948, 2/9/2023, 11:44:08.026,NaN
9949, 2/9/2023, 11:44:08.141,NaN
9950, 2/9/2023, 11:44:08.269,NaN
9951, 2/9/2023, 11:44:08.391,NaN
9952, 2/9/2023, 11:44:08.493,NaN
9953, 2/9/2023, 11:44:08.615,NaN
9954, 2/9/2023, 11:44:08.744,NaN
9955, 2/9/2023, 11:44:08.866,NaN
9956, 2/9/2023, 11:44:08.966,NaN
9957, 2/9/2023, 11:44:08.997,NaN
9958, 2/9/2023, 11:44:09.033,NaN
9959, 2/9/2023, 11:44:09.148,NaN
9960, 2/9/2023, 11:44:09.276,NaN
9961, 2/9/2023, 11:44:09.400,NaN
9962, 2/9/2023, 11:44:09.529,#NAME?
9963, 2/9/2023, 11:44:09.650,#NAME?
9964, 2/9/2023, 11:44:09.777,-83.639
9965, 2/9/2023, 11:44:09.899,#NAME?
9966, 2/9/2023, 11:44:09.935,-83.639
9967, 2/9/2023, 11:44:09.988,NaN
9968, 2/9/2023, 11:44:10.026,NaN
9969, 2/9/2023, 11:44:10.140,NaN
9970, 2/9/2023, 11:44:10.269,NaN
9971, 2/9/2023, 11:44:10.392,#NAME?
9972, 2/9/2023, 11:44:10.519,NaN
9973, 2/9/2023, 11:44:10.642,NaN
9974, 2/9/2023, 11:44:10.743,NaN
9975, 2/9/2023, 11:44:10.865,NaN
9976, 2/9/2023, 11:44:10.993,NaN
9977, 2/9/2023, 11:44:11.024,NaN
9978, 2/9/2023, 11:44:11.151,NaN
9979, 2/9/2023, 11:44:11.274,NaN
9980, 2/9/2023, 11:44:11.404,NaN
9981, 2/9/2023, 11:44:11.526,NaN
9982, 2/9/2023, 11:44:11.654,NaN
9983, 2/9/2023, 11:44:11.775,NaN
9984, 2/9/2023, 11:44:11.904,NaN
9985, 2/9/2023, 11:44:11.935,NaN
9986, 2/9/2023, 11:44:11.978,NaN
9987, 2/9/2023, 11:44:12.029,NaN
9988, 2/9/2023, 11:44:12.157,NaN
9989, 2/9/2023, 11:44:12.279,NaN
9990, 2/9/2023, 11:44:12.406,NaN
9991, 2/9/2023, 11:44:12.528,#NAME?
9992, 2/9/2023, 11:44:12.629,NaN
9993, 2/9/2023, 11:44:12.751,NaN
9994, 2/9/2023, 11:44:12.879,NaN
9995, 2/9/2023, 11:44:12.910,NaN
9996, 2/9/2023, 11:44:12.945,NaN
9997, 2/9/2023, 11:44:12.999,NaN
9998, 2/9/2023, 11:44:13.037,NaN
9999, 2/9/2023, 11:44:13.151,NaN
10000, 2/9/2023, 11:44:13.280,NaN
10001, 2/9/2023, 11:44:13.402,#NAME?
10002, 2/9/2023, 11:44:13.530,#NAME?
10003, 2/9/2023, 11:44:13.652,NaN
10004, 2/9/2023, 11:44:13.752,NaN
10005, 2/9/2023, 11:44:13.874,NaN
10006, 2/9/2023, 11:44:13.909,NaN
10007, 2/9/2023, 11:44:13.960,NaN
10008, 2/9/2023, 11:44:13.996,NaN
10009, 2/9/2023, 11:44:14.047,NaN
10010, 2/9/2023, 11:44:14.175,NaN
10011, 2/9/2023, 11:44:14.296,NaN
10012, 2/9/2023, 11:44:14.397,NaN
10013, 2/9/2023, 11:44:14.519,NaN
10014, 2/9/2023, 11:44:14.647,NaN
10015, 2/9/2023, 11:44:14.769,NaN
10016, 2/9/2023, 11:44:14.896,-79.591
10017, 2/9/2023, 11:44:14.927,NaN
10018, 2/9/2023, 11:44:14.963,NaN
10019, 2/9/2023, 11:44:15.015,NaN
10020, 2/9/2023, 11:44:15.142,NaN
10021, 2/9/2023, 11:44:15.265,NaN
10022, 2/9/2023, 11:44:15.394,NaN
10023, 2/9/2023, 11:44:15.517,NaN
10024, 2/9/2023, 11:44:15.645,NaN
10025, 2/9/2023, 11:44:15.767,NaN
10026, 2/9/2023, 11:44:15.894,NaN
10027, 2/9/2023, 11:44:15.925,NaN
10028, 2/9/2023, 11:44:15.961,-76.98
10029, 2/9/2023, 11:44:16.014,NaN
10030, 2/9/2023, 11:44:16.114,NaN
10031, 2/9/2023, 11:44:16.236,NaN
10032, 2/9/2023, 11:44:16.364,NaN
10033, 2/9/2023, 11:44:16.487,NaN
10034, 2/9/2023, 11:44:16.615,NaN
10035, 2/9/2023, 11:44:16.738,NaN
10036, 2/9/2023, 11:44:16.838,NaN
10037, 2/9/2023, 11:44:16.960,#NAME?
10038, 2/9/2023, 11:44:16.996,NaN
10039, 2/9/2023, 11:44:17.046,NaN
10040, 2/9/2023, 11:44:17.148,NaN
10041, 2/9/2023, 11:44:17.269,NaN
10042, 2/9/2023, 11:44:17.398,NaN
10043, 2/9/2023, 11:44:17.520,#NAME?
10044, 2/9/2023, 11:44:17.651,NaN
10045, 2/9/2023, 11:44:17.776,NaN
10046, 2/9/2023, 11:44:17.905,NaN
10047, 2/9/2023, 11:44:17.935,NaN
10048, 2/9/2023, 11:44:17.972,NaN
10049, 2/9/2023, 11:44:18.026,NaN
10050, 2/9/2023, 11:44:18.154,NaN
10051, 2/9/2023, 11:44:18.275,NaN
10052, 2/9/2023, 11:44:18.376,NaN
10053, 2/9/2023, 11:44:18.499,NaN
10054, 2/9/2023, 11:44:18.626,#NAME?
10055, 2/9/2023, 11:44:18.750,NaN
10056, 2/9/2023, 11:44:18.879,#NAME?
10057, 2/9/2023, 11:44:18.909,-83.639
10058, 2/9/2023, 11:44:18.945,NaN
10059, 2/9/2023, 11:44:19.001,NaN
10060, 2/9/2023, 11:44:19.129,NaN
10061, 2/9/2023, 11:44:19.251,NaN
10062, 2/9/2023, 11:44:19.378,NaN
10063, 2/9/2023, 11:44:19.501,NaN
10064, 2/9/2023, 11:44:19.631,NaN
10065, 2/9/2023, 11:44:19.753,NaN
10066, 2/9/2023, 11:44:19.881,NaN
10067, 2/9/2023, 11:44:19.912,NaN
10068, 2/9/2023, 11:44:19.950,NaN
10069, 2/9/2023, 11:44:20.018,NaN
10070, 2/9/2023, 11:44:20.146,NaN
10071, 2/9/2023, 11:44:20.268,NaN
10072, 2/9/2023, 11:44:20.370,NaN
10073, 2/9/2023, 11:44:20.492,NaN
10074, 2/9/2023, 11:44:20.620,-80.641
10075, 2/9/2023, 11:44:20.742,NaN
10076, 2/9/2023, 11:44:20.868,NaN
10077, 2/9/2023, 11:44:20.991,#NAME?
10078, 2/9/2023, 11:44:21.031,NaN
10079, 2/9/2023, 11:44:21.145,NaN
10080, 2/9/2023, 11:44:21.273,NaN
10081, 2/9/2023, 11:44:21.396,NaN
10082, 2/9/2023, 11:44:21.525,NaN
10083, 2/9/2023, 11:44:21.649,NaN
10084, 2/9/2023, 11:44:21.749,NaN
10085, 2/9/2023, 11:44:21.871,-75.543
10086, 2/9/2023, 11:44:21.907,NaN
10087, 2/9/2023, 11:44:21.958,NaN
10088, 2/9/2023, 11:44:21.994,NaN
10089, 2/9/2023, 11:44:22.050,NaN
10090, 2/9/2023, 11:44:22.179,NaN
10091, 2/9/2023, 11:44:22.302,NaN
10092, 2/9/2023, 11:44:22.430,NaN
10093, 2/9/2023, 11:44:22.551,NaN
10094, 2/9/2023, 11:44:22.680,NaN
10095, 2/9/2023, 11:44:22.802,NaN
10096, 2/9/2023, 11:44:22.903,NaN
10097, 2/9/2023, 11:44:22.934,NaN
10098, 2/9/2023, 11:44:22.970,NaN
10099, 2/9/2023, 11:44:23.036,NaN
10100, 2/9/2023, 11:44:23.164,-76.98
10101, 2/9/2023, 11:44:23.286,NaN
10102, 2/9/2023, 11:44:23.414,NaN
10103, 2/9/2023, 11:44:23.536,NaN
10104, 2/9/2023, 11:44:23.665,NaN
10105, 2/9/2023, 11:44:23.786,NaN
10106, 2/9/2023, 11:44:23.913,NaN
10107, 2/9/2023, 11:44:23.944,NaN
10108, 2/9/2023, 11:44:23.980,NaN
10109, 2/9/2023, 11:44:24.038,NaN
10110, 2/9/2023, 11:44:24.165,NaN
10111, 2/9/2023, 11:44:24.288,NaN
10112, 2/9/2023, 11:44:24.414,NaN
10113, 2/9/2023, 11:44:24.537,NaN
10114, 2/9/2023, 11:44:24.638,-83.639
10115, 2/9/2023, 11:44:24.759,NaN
10116, 2/9/2023, 11:44:24.889,NaN
10117, 2/9/2023, 11:44:24.919,NaN
10118, 2/9/2023, 11:44:24.955,-79.141
10119, 2/9/2023, 11:44:25.007,-79.141
10120, 2/9/2023, 11:44:25.108,NaN
10121, 2/9/2023, 11:44:25.230,NaN
10122, 2/9/2023, 11:44:25.358,NaN
10123, 2/9/2023, 11:44:25.481,NaN
10124, 2/9/2023, 11:44:25.583,#NAME?
10125, 2/9/2023, 11:44:25.706,NaN
10126, 2/9/2023, 11:44:25.834,NaN
10127, 2/9/2023, 11:44:25.956,NaN
10128, 2/9/2023, 11:44:25.992,NaN
10129, 2/9/2023, 11:44:26.046,NaN
10130, 2/9/2023, 11:44:26.174,NaN
10131, 2/9/2023, 11:44:26.295,NaN
10132, 2/9/2023, 11:44:26.422,NaN
10133, 2/9/2023, 11:44:26.545,NaN
10134, 2/9/2023, 11:44:26.672,NaN
10135, 2/9/2023, 11:44:26.794,NaN
10136, 2/9/2023, 11:44:26.895,NaN
10137, 2/9/2023, 11:44:26.926,NaN
10138, 2/9/2023, 11:44:26.962,NaN
10139, 2/9/2023, 11:44:27.014,NaN
10140, 2/9/2023, 11:44:27.118,NaN
10141, 2/9/2023, 11:44:27.239,NaN
10142, 2/9/2023, 11:44:27.367,NaN
10143, 2/9/2023, 11:44:27.489,NaN
10144, 2/9/2023, 11:44:27.616,-76.98
10145, 2/9/2023, 11:44:27.739,NaN
10146, 2/9/2023, 11:44:27.840,NaN
10147, 2/9/2023, 11:44:27.963,-79.591
10148, 2/9/2023, 11:44:27.999,NaN
10149, 2/9/2023, 11:44:28.060,NaN
10150, 2/9/2023, 11:44:28.190,NaN
10151, 2/9/2023, 11:44:28.311,#NAME?
10152, 2/9/2023, 11:44:28.439,-79.141
10153, 2/9/2023, 11:44:28.562,NaN
10154, 2/9/2023, 11:44:28.690,NaN
10155, 2/9/2023, 11:44:28.812,NaN
10156, 2/9/2023, 11:44:28.914,NaN
10157, 2/9/2023, 11:44:28.944,NaN
10158, 2/9/2023, 11:44:28.980,NaN
10159, 2/9/2023, 11:44:29.031,NaN
10160, 2/9/2023, 11:44:29.132,-83.639
10161, 2/9/2023, 11:44:29.253,NaN
10162, 2/9/2023, 11:44:29.384,NaN
10163, 2/9/2023, 11:44:29.506,NaN
10164, 2/9/2023, 11:44:29.634,NaN
10165, 2/9/2023, 11:44:29.756,NaN
10166, 2/9/2023, 11:44:29.856,NaN
10167, 2/9/2023, 11:44:29.980,NaN
10168, 2/9/2023, 11:44:30.015,NaN
10169, 2/9/2023, 11:44:30.131,NaN
10170, 2/9/2023, 11:44:30.257,NaN
10171, 2/9/2023, 11:44:30.380,NaN
10172, 2/9/2023, 11:44:30.480,NaN
10173, 2/9/2023, 11:44:30.603,NaN
10174, 2/9/2023, 11:44:30.730,NaN
10175, 2/9/2023, 11:44:30.854,NaN
10176, 2/9/2023, 11:44:30.955,NaN
10177, 2/9/2023, 11:44:30.985,NaN
10178, 2/9/2023, 11:44:31.021,NaN
10179, 2/9/2023, 11:44:31.136,NaN
10180, 2/9/2023, 11:44:31.238,#NAME?
10181, 2/9/2023, 11:44:31.360,#NAME?
10182, 2/9/2023, 11:44:31.488,NaN
10183, 2/9/2023, 11:44:31.610,NaN
10184, 2/9/2023, 11:44:31.711,NaN
10185, 2/9/2023, 11:44:31.834,NaN
10186, 2/9/2023, 11:44:31.962,NaN
10187, 2/9/2023, 11:44:31.992,NaN
10188, 2/9/2023, 11:44:32.028,NaN
10189, 2/9/2023, 11:44:32.141,NaN
10190, 2/9/2023, 11:44:32.242,NaN
10191, 2/9/2023, 11:44:32.365,NaN
10192, 2/9/2023, 11:44:32.492,NaN
10193, 2/9/2023, 11:44:32.615,NaN
10194, 2/9/2023, 11:44:32.716,NaN
10195, 2/9/2023, 11:44:32.839,#NAME?
10196, 2/9/2023, 11:44:32.969,NaN
10197, 2/9/2023, 11:44:33.000,NaN
10198, 2/9/2023, 11:44:33.128,NaN
10199, 2/9/2023, 11:44:33.250,NaN
10200, 2/9/2023, 11:44:33.378,NaN
10201, 2/9/2023, 11:44:33.500,NaN
10202, 2/9/2023, 11:44:33.628,NaN
10203, 2/9/2023, 11:44:33.752,NaN
10204, 2/9/2023, 11:44:33.882,NaN
10205, 2/9/2023, 11:44:33.912,NaN
10206, 2/9/2023, 11:44:33.948,NaN
10207, 2/9/2023, 11:44:34.003,NaN
10208, 2/9/2023, 11:44:34.131,NaN
10209, 2/9/2023, 11:44:34.254,#NAME?
10210, 2/9/2023, 11:44:34.355,#NAME?
10211, 2/9/2023, 11:44:34.477,NaN
10212, 2/9/2023, 11:44:34.578,NaN
10213, 2/9/2023, 11:44:34.701,NaN
10214, 2/9/2023, 11:44:34.828,NaN
10215, 2/9/2023, 11:44:34.950,NaN
10216, 2/9/2023, 11:44:34.986,NaN
10217, 2/9/2023, 11:44:35.040,NaN
10218, 2/9/2023, 11:44:35.142,NaN
10219, 2/9/2023, 11:44:35.263,NaN
10220, 2/9/2023, 11:44:35.391,NaN
10221, 2/9/2023, 11:44:35.513,#NAME?
10222, 2/9/2023, 11:44:35.641,NaN
10223, 2/9/2023, 11:44:35.763,#NAME?
10224, 2/9/2023, 11:44:35.864,NaN
10225, 2/9/2023, 11:44:35.987,#NAME?
10226, 2/9/2023, 11:44:36.023,NaN
10227, 2/9/2023, 11:44:36.141,NaN
10228, 2/9/2023, 11:44:36.270,NaN
10229, 2/9/2023, 11:44:36.392,NaN
10230, 2/9/2023, 11:44:36.520,NaN
10231, 2/9/2023, 11:44:36.641,NaN
10232, 2/9/2023, 11:44:36.769,NaN
10233, 2/9/2023, 11:44:36.891,NaN
10234, 2/9/2023, 11:44:36.930,NaN
10235, 2/9/2023, 11:44:36.982,NaN
10236, 2/9/2023, 11:44:37.018,NaN
10237, 2/9/2023, 11:44:37.137,-79.141
10238, 2/9/2023, 11:44:37.239,NaN
10239, 2/9/2023, 11:44:37.360,NaN
10240, 2/9/2023, 11:44:37.461,NaN
10241, 2/9/2023, 11:44:37.584,NaN
10242, 2/9/2023, 11:44:37.712,NaN
10243, 2/9/2023, 11:44:37.836,NaN
10244, 2/9/2023, 11:44:37.964,NaN
10245, 2/9/2023, 11:44:37.994,NaN
10246, 2/9/2023, 11:44:38.030,NaN
10247, 2/9/2023, 11:44:38.144,NaN
10248, 2/9/2023, 11:44:38.245,#NAME?
10249, 2/9/2023, 11:44:38.366,NaN
10250, 2/9/2023, 11:44:38.494,#NAME?
10251, 2/9/2023, 11:44:38.617,#NAME?
10252, 2/9/2023, 11:44:38.745,NaN
10253, 2/9/2023, 11:44:38.866,NaN
10254, 2/9/2023, 11:44:38.967,NaN
10255, 2/9/2023, 11:44:38.998,NaN
10256, 2/9/2023, 11:44:39.034,NaN
10257, 2/9/2023, 11:44:39.152,-79.141
10258, 2/9/2023, 11:44:39.253,NaN
10259, 2/9/2023, 11:44:39.375,NaN
10260, 2/9/2023, 11:44:39.503,NaN
10261, 2/9/2023, 11:44:39.626,NaN
10262, 2/9/2023, 11:44:39.755,-79.141
10263, 2/9/2023, 11:44:39.876,NaN
10264, 2/9/2023, 11:44:39.912,NaN
10265, 2/9/2023, 11:44:39.969,NaN
10266, 2/9/2023, 11:44:40.005,NaN
10267, 2/9/2023, 11:44:40.119,NaN
10268, 2/9/2023, 11:44:40.247,NaN
10269, 2/9/2023, 11:44:40.371,NaN
10270, 2/9/2023, 11:44:40.500,NaN
10271, 2/9/2023, 11:44:40.624,NaN
10272, 2/9/2023, 11:44:40.751,NaN
10273, 2/9/2023, 11:44:40.874,NaN
10274, 2/9/2023, 11:44:40.914,NaN
10275, 2/9/2023, 11:44:40.967,NaN
10276, 2/9/2023, 11:44:41.005,NaN
10277, 2/9/2023, 11:44:41.119,NaN
10278, 2/9/2023, 11:44:41.247,NaN
10279, 2/9/2023, 11:44:41.370,NaN
10280, 2/9/2023, 11:44:41.472,NaN
10281, 2/9/2023, 11:44:41.593,#NAME?
10282, 2/9/2023, 11:44:41.721,NaN
10283, 2/9/2023, 11:44:41.843,NaN
10284, 2/9/2023, 11:44:41.944,NaN
10285, 2/9/2023, 11:44:41.974,NaN
10286, 2/9/2023, 11:44:42.010,NaN
10287, 2/9/2023, 11:44:42.136,NaN
10288, 2/9/2023, 11:44:42.238,-79.141
10289, 2/9/2023, 11:44:42.360,#NAME?
10290, 2/9/2023, 11:44:42.488,NaN
10291, 2/9/2023, 11:44:42.609,NaN
10292, 2/9/2023, 11:44:42.739,NaN
10293, 2/9/2023, 11:44:42.861,NaN
10294, 2/9/2023, 11:44:42.989,NaN
10295, 2/9/2023, 11:44:43.020,NaN
10296, 2/9/2023, 11:44:43.122,NaN
10297, 2/9/2023, 11:44:43.244,NaN
10298, 2/9/2023, 11:44:43.372,#NAME?
10299, 2/9/2023, 11:44:43.495,NaN
10300, 2/9/2023, 11:44:43.595,NaN
10301, 2/9/2023, 11:44:43.717,#NAME?
10302, 2/9/2023, 11:44:43.845,NaN
10303, 2/9/2023, 11:44:43.967,#NAME?
10304, 2/9/2023, 11:44:44.007,NaN
10305, 2/9/2023, 11:44:44.118,NaN
10306, 2/9/2023, 11:44:44.246,-83.639
10307, 2/9/2023, 11:44:44.368,NaN
10308, 2/9/2023, 11:44:44.499,NaN
10309, 2/9/2023, 11:44:44.620,NaN
10310, 2/9/2023, 11:44:44.748,NaN
10311, 2/9/2023, 11:44:44.871,NaN
10312, 2/9/2023, 11:44:44.907,NaN
10313, 2/9/2023, 11:44:44.963,NaN
10314, 2/9/2023, 11:44:44.999,NaN
10315, 2/9/2023, 11:44:45.053,NaN
10316, 2/9/2023, 11:44:45.181,NaN
10317, 2/9/2023, 11:44:45.304,NaN
10318, 2/9/2023, 11:44:45.432,NaN
10319, 2/9/2023, 11:44:45.554,-83.639
10320, 2/9/2023, 11:44:45.682,#NAME?
10321, 2/9/2023, 11:44:45.806,#NAME?
10322, 2/9/2023, 11:44:45.933,NaN
10323, 2/9/2023, 11:44:45.964,NaN
10324, 2/9/2023, 11:44:46.000,NaN
10325, 2/9/2023, 11:44:46.121,NaN
10326, 2/9/2023, 11:44:46.223,NaN
10327, 2/9/2023, 11:44:46.344,NaN
10328, 2/9/2023, 11:44:46.472,NaN
10329, 2/9/2023, 11:44:46.595,NaN
10330, 2/9/2023, 11:44:46.696,NaN
10331, 2/9/2023, 11:44:46.818,NaN
10332, 2/9/2023, 11:44:46.947,NaN
10333, 2/9/2023, 11:44:46.978,NaN
10334, 2/9/2023, 11:44:47.018,-83.639
10335, 2/9/2023, 11:44:47.135,NaN
10336, 2/9/2023, 11:44:47.263,NaN
10337, 2/9/2023, 11:44:47.385,NaN
10338, 2/9/2023, 11:44:47.513,NaN
10339, 2/9/2023, 11:44:47.635,NaN
10340, 2/9/2023, 11:44:47.765,NaN
10341, 2/9/2023, 11:44:47.887,NaN
10342, 2/9/2023, 11:44:47.923,-72.883
10343, 2/9/2023, 11:44:47.963,NaN
10344, 2/9/2023, 11:44:47.999,NaN
10345, 2/9/2023, 11:44:48.038,NaN
10346, 2/9/2023, 11:44:48.165,NaN
10347, 2/9/2023, 11:44:48.287,NaN
10348, 2/9/2023, 11:44:48.388,NaN
10349, 2/9/2023, 11:44:48.509,NaN
10350, 2/9/2023, 11:44:48.639,NaN
10351, 2/9/2023, 11:44:48.761,NaN
10352, 2/9/2023, 11:44:48.888,NaN
10353, 2/9/2023, 11:44:48.919,-76.98
10354, 2/9/2023, 11:44:48.955,NaN
10355, 2/9/2023, 11:44:48.994,NaN
10356, 2/9/2023, 11:44:49.030,NaN
10357, 2/9/2023, 11:44:49.130,NaN
10358, 2/9/2023, 11:44:49.260,NaN
10359, 2/9/2023, 11:44:49.383,#NAME?
10360, 2/9/2023, 11:44:49.510,NaN
10361, 2/9/2023, 11:44:49.631,#NAME?
10362, 2/9/2023, 11:44:49.758,NaN
10363, 2/9/2023, 11:44:49.881,NaN
10364, 2/9/2023, 11:44:49.918,NaN
10365, 2/9/2023, 11:44:49.958,NaN
10366, 2/9/2023, 11:44:49.994,NaN
10367, 2/9/2023, 11:44:50.033,NaN
10368, 2/9/2023, 11:44:50.134,NaN
10369, 2/9/2023, 11:44:50.255,NaN
10370, 2/9/2023, 11:44:50.384,NaN
10371, 2/9/2023, 11:44:50.506,NaN
10372, 2/9/2023, 11:44:50.635,NaN
10373, 2/9/2023, 11:44:50.756,NaN
10374, 2/9/2023, 11:44:50.886,NaN
10375, 2/9/2023, 11:44:50.917,NaN
10376, 2/9/2023, 11:44:50.953,NaN
10377, 2/9/2023, 11:44:50.992,NaN
10378, 2/9/2023, 11:44:51.033,NaN
10379, 2/9/2023, 11:44:51.160,NaN
10380, 2/9/2023, 11:44:51.289,NaN
10381, 2/9/2023, 11:44:51.411,#NAME?
10382, 2/9/2023, 11:44:51.539,NaN
10383, 2/9/2023, 11:44:51.661,NaN
10384, 2/9/2023, 11:44:51.788,NaN
10385, 2/9/2023, 11:44:51.911,#NAME?
10386, 2/9/2023, 11:44:51.947,NaN
10387, 2/9/2023, 11:44:51.986,NaN
10388, 2/9/2023, 11:44:52.026,NaN
10389, 2/9/2023, 11:44:52.154,NaN
10390, 2/9/2023, 11:44:52.282,NaN
10391, 2/9/2023, 11:44:52.406,#NAME?
10392, 2/9/2023, 11:44:52.532,NaN
10393, 2/9/2023, 11:44:52.654,NaN
10394, 2/9/2023, 11:44:52.781,NaN
10395, 2/9/2023, 11:44:52.904,NaN
10396, 2/9/2023, 11:44:52.940,NaN
10397, 2/9/2023, 11:44:52.979,NaN
10398, 2/9/2023, 11:44:53.020,NaN
10399, 2/9/2023, 11:44:53.146,NaN
10400, 2/9/2023, 11:44:53.274,NaN
10401, 2/9/2023, 11:44:53.396,#NAME?
10402, 2/9/2023, 11:44:53.523,NaN
10403, 2/9/2023, 11:44:53.644,NaN
10404, 2/9/2023, 11:44:53.773,NaN
10405, 2/9/2023, 11:44:53.896,NaN
10406, 2/9/2023, 11:44:53.937,NaN
10407, 2/9/2023, 11:44:53.972,NaN
10408, 2/9/2023, 11:44:54.008,NaN
10409, 2/9/2023, 11:44:54.111,NaN
